date_rec|time_rec|username|n
2020-05-13|12:35:26|argonaaut_|3
2020-05-13|13:23:08|argonaaut_|3
2020-05-13|14:11:16|argonaaut_|3
2020-05-14|05:35:57|argonaaut_|3
2020-05-14|05:36:08|argonaaut_|3
2020-05-14|13:03:04|argonaaut_|3
2020-05-14|16:39:44|argonaaut_|3
2020-05-14|16:47:05|argonaaut_|3
2020-05-15|01:34:18|argonaaut_|3
2020-05-15|03:08:54|argonaaut_|3
2020-05-15|03:11:02|argonaaut_|3
2020-05-15|03:14:38|argonaaut_|3
2020-05-15|03:36:13|argonaaut_|3
2020-05-15|03:38:45|argonaaut_|3
2020-05-15|03:56:36|argonaaut_|3
2020-05-15|11:32:42|argonaaut_|3
2020-05-15|13:02:40|argonaaut_|3
2020-05-15|13:07:39|argonaaut_|3
2020-05-15|14:56:44|argonaaut_|3
2020-05-15|14:58:55|argonaaut_|3
2020-05-15|16:43:53|argonaaut_|3
2020-05-15|16:49:08|argonaaut_|3
2020-05-15|16:50:30|argonaaut_|3
2020-05-15|16:54:06|argonaaut_|3
2020-05-16|09:39:23|argonaaut_|3
2020-05-16|13:56:37|argonaaut_|3
2020-05-16|14:11:42|argonaaut_|3
2020-05-16|16:19:19|argonaaut_|3
2020-05-16|16:54:26|argonaaut_|3
2020-05-17|02:43:39|argonaaut_|3
2020-05-17|14:24:54|argonaaut_|3
2020-05-17|14:28:31|argonaaut_|3
2020-05-17|14:31:25|argonaaut_|3
2020-05-17|14:33:12|argonaaut_|3
2020-05-17|16:02:27|argonaaut_|3
2020-05-18|12:08:54|argonaaut_|3
2020-05-18|16:07:26|argonaaut_|3
2020-05-18|16:10:22|argonaaut_|3
2020-05-19|02:29:55|argonaaut_|3
2020-05-19|02:31:54|argonaaut_|3
2020-05-19|02:36:56|argonaaut_|3
2020-05-19|02:46:02|argonaaut_|3
2020-05-19|05:02:05|argonaaut_|3
2020-05-19|14:53:11|missswifticana|3
2020-05-19|15:25:07|argonaaut_|3
2020-05-22|03:24:00|argonaaut_|3
2020-05-22|07:28:41|argonaaut_|3
2020-05-22|07:59:51|argonaaut_|3
2020-05-22|11:04:24|argonaaut_|3
2020-05-22|11:07:35|argonaaut_|3
2020-05-22|19:33:24|stopriots2020|3
2020-05-22|19:34:45|stopriots2020|3
2020-05-23|09:25:09|stopriots2020|3
2020-05-23|15:08:05|argonaaut_|3
2020-05-24|03:02:31|argonaaut_|3
2020-05-24|06:30:59|argonaaut_|3
2020-05-25|02:56:32|argonaaut_|3
2020-05-25|05:19:45|argonaaut_|3
2020-05-25|12:43:01|stopriots2020|3
2020-05-26|14:05:57|stopriots2020|3
2020-05-26|14:09:25|stopriots2020|3
2020-05-27|07:04:47|argonaaut_|3
2020-05-27|11:04:35|stopriots2020|3
2020-05-27|11:14:17|stopriots2020|3
2020-05-27|13:30:53|stopriots2020|3
2020-05-28|04:10:26|argonaaut_|3
2020-05-28|04:16:58|argonaaut_|3
2020-05-28|11:59:11|stopriots2020|3
2020-05-28|12:01:12|stopriots2020|3
2020-05-28|12:19:35|stopriots2020|3
2020-05-28|14:04:34|stopriots2020|3
2020-05-28|17:21:06|argonaaut_|3
2020-05-29|08:07:47|stopriots2020|3
2020-05-29|12:10:09|argonaaut_|3
2020-05-29|12:11:38|argonaaut_|3
2020-05-29|13:03:46|argonaaut_|3
2020-05-29|13:09:54|argonaaut_|3
2020-05-29|13:11:01|argonaaut_|3
2020-05-29|15:08:54|stopriots2020|3
2020-05-29|16:02:07|argonaaut_|3
2020-05-29|17:26:23|argonaaut_|3
2020-05-29|22:17:01|stopriots2020|3
2020-05-30|21:38:23|stopriots2020|3
2020-05-31|10:02:42|youranonnews|3
2020-05-31|16:55:40|chrisklemens|3
2020-05-31|20:22:58|gothicyg|3
2020-05-31|22:02:13|cammithy|3
2020-05-31|23:59:39|episcopalheart|3
2020-06-01|02:07:53|harllls_|3
2020-06-01|02:31:57|ayeesha_13|3
2020-06-01|04:01:29|spliffmeister|3
2020-06-01|08:02:32|the_full_octave|3
2020-06-01|08:05:19|frankstrovel|3
2020-06-01|08:07:56|dergin404|3
2020-06-01|08:38:11|dergin404|3
2020-06-01|10:35:51|dergin404|3
2020-06-01|12:25:02|youranomcentral|3
2015-09-08|10:38:41|diko_van|2
2018-08-02|16:38:59|diko_van|2
2018-09-02|16:18:11|diko_van|2
2018-11-25|13:40:44|juicyfruityyy|2
2019-10-30|05:14:31|elonmusk|2
2019-11-10|02:43:51|argonaaut_|2
2019-11-11|18:14:07|alliex|2
2020-01-02|16:19:19|argonaaut_|2
2020-01-02|16:27:00|argonaaut_|2
2020-01-09|10:55:55|anddddink|2
2020-01-23|10:01:25|argonaaut_|2
2020-01-29|03:44:22|argonaaut_|2
2020-02-10|01:43:49|argonaaut_|2
2020-02-15|10:09:13|argonaaut_|2
2020-02-26|07:16:23|argonaaut_|2
2020-02-26|07:19:31|argonaaut_|2
2020-03-01|16:02:38|argonaaut_|2
2020-03-01|16:03:58|argonaaut_|2
2020-03-02|11:21:09|argonaaut_|2
2020-03-04|13:36:30|argonaaut_|2
2020-03-07|06:57:37|argonaaut_|2
2020-03-12|03:09:17|argonaaut_|2
2020-03-14|18:53:59|argonaaut_|2
2020-03-16|11:15:04|argonaaut_|2
2020-03-18|17:57:18|argonaaut_|2
2020-03-19|04:16:25|argonaaut_|2
2020-03-22|08:54:50|argonaaut_|2
2020-03-22|09:49:42|argonaaut_|2
2020-03-24|03:50:55|argonaaut_|2
2020-03-24|05:17:08|argonaaut_|2
2020-03-26|15:10:42|argonaaut_|2
2020-03-27|05:52:31|argonaaut_|2
2020-03-27|12:24:44|argonaaut_|2
2020-03-27|13:06:06|argonaaut_|2
2020-03-27|13:10:49|argonaaut_|2
2020-03-29|15:58:15|argonaaut_|2
2020-03-30|06:55:44|argonaaut_|2
2020-03-30|12:29:15|argonaaut_|2
2020-04-02|12:07:17|argonaaut_|2
2020-04-04|16:53:37|argonaaut_|2
2020-04-07|02:27:47|argonaaut_|2
2020-04-09|11:38:12|argonaaut_|2
2020-04-10|03:17:46|argonaaut_|2
2020-04-13|13:30:11|argonaaut_|2
2020-04-14|15:00:29|argonaaut_|2
2020-04-14|16:00:07|argonaaut_|2
2020-04-14|16:01:23|argonaaut_|2
2020-04-15|16:48:23|argonaaut_|2
2020-04-16|02:20:18|argonaaut_|2
2020-04-16|05:48:39|argonaaut_|2
2020-04-16|05:51:19|argonaaut_|2
2020-04-16|05:52:58|argonaaut_|2
2020-04-16|07:57:10|argonaaut_|2
2020-04-17|13:12:33|argonaaut_|2
2020-04-17|14:03:29|argonaaut_|2
2020-04-18|04:11:33|argonaaut_|2
2020-04-18|13:15:06|argonaaut_|2
2020-04-18|13:17:09|argonaaut_|2
2020-04-19|15:17:47|argonaaut_|2
2020-04-20|02:18:06|argonaaut_|2
2020-04-20|02:30:46|argonaaut_|2
2020-04-20|02:31:51|argonaaut_|2
2020-04-20|06:30:49|argonaaut_|2
2020-04-20|16:22:30|argonaaut_|2
2020-04-20|16:23:20|argonaaut_|2
2020-04-21|03:27:49|argonaaut_|2
2020-04-21|05:30:02|argonaaut_|2
2020-04-21|08:45:23|argonaaut_|2
2020-04-22|01:43:23|argonaaut_|2
2020-04-22|02:14:25|argonaaut_|2
2020-04-23|07:39:43|argonaaut_|2
2020-04-23|07:41:47|argonaaut_|2
2020-04-23|07:44:15|argonaaut_|2
2020-04-23|07:59:45|argonaaut_|2
2020-04-23|08:04:33|argonaaut_|2
2020-04-23|08:06:52|argonaaut_|2
2020-04-23|08:33:00|argonaaut_|2
2020-04-23|16:32:09|argonaaut_|2
2020-04-24|04:16:41|argonaaut_|2
2020-04-24|15:16:33|argonaaut_|2
2020-04-24|15:18:43|argonaaut_|2
2020-04-25|12:53:39|argonaaut_|2
2020-04-26|13:09:20|argonaaut_|2
2020-04-26|13:21:13|argonaaut_|2
2020-04-29|01:40:59|argonaaut_|2
2020-04-30|12:33:44|argonaaut_|2
2020-05-01|02:56:22|argonaaut_|2
2020-05-01|16:07:44|argonaaut_|2
2020-05-03|14:31:32|argonaaut_|2
2020-05-03|14:34:10|argonaaut_|2
2020-05-03|14:34:52|argonaaut_|2
2020-05-05|02:36:09|argonaaut_|2
2020-05-05|10:50:45|argonaaut_|2
2020-05-06|11:35:35|argonaaut_|2
2020-05-06|12:56:25|argonaaut_|2
2020-05-06|15:00:46|argonaaut_|2
2020-05-06|16:27:35|argonaaut_|2
2020-05-06|20:48:18|stopriots2020|2
2020-05-07|14:48:47|argonaaut_|2
2020-05-07|14:49:12|argonaaut_|2
2020-05-08|02:30:28|argonaaut_|2
2020-05-08|06:59:16|argonaaut_|2
2020-05-09|15:51:43|argonaaut_|2
2020-05-10|07:44:21|argonaaut_|2
2020-05-10|10:09:16|argonaaut_|2
2020-05-11|01:53:41|argonaaut_|2
2020-05-11|16:22:46|argonaaut_|2
2020-05-11|16:27:40|argonaaut_|2
2020-05-12|06:33:42|argonaaut_|2
2020-05-12|16:08:49|argonaaut_|2
2020-05-12|16:15:36|argonaaut_|2
2020-05-13|02:21:50|argonaaut_|2
2020-05-13|05:52:47|argonaaut_|2
2020-05-13|06:06:33|argonaaut_|2
2020-05-13|06:13:46|argonaaut_|2
2020-05-13|06:15:44|argonaaut_|2
2020-05-13|06:16:30|argonaaut_|2
2020-05-13|06:22:01|argonaaut_|2
2020-05-13|12:13:29|argonaaut_|2
2020-05-13|12:19:36|argonaaut_|2
2020-05-13|13:32:45|argonaaut_|2
2020-05-13|13:56:50|argonaaut_|2
2020-05-13|16:30:02|argonaaut_|2
2020-05-14|12:56:54|argonaaut_|2
2020-05-14|12:57:56|argonaaut_|2
2020-05-14|13:09:30|argonaaut_|2
2020-05-14|16:40:56|argonaaut_|2
2020-05-15|03:37:11|argonaaut_|2
2020-05-15|04:58:40|argonaaut_|2
2020-05-15|07:45:50|argonaaut_|2
2020-05-15|13:06:34|argonaaut_|2
2020-05-15|13:18:56|argonaaut_|2
2020-05-15|14:57:13|argonaaut_|2
2020-05-15|16:52:30|argonaaut_|2
2020-05-16|01:40:39|argonaaut_|2
2020-05-16|06:23:00|argonaaut_|2
2020-05-16|06:30:58|argonaaut_|2
2020-05-16|06:42:28|argonaaut_|2
2020-05-16|07:30:37|argonaaut_|2
2020-05-16|07:36:55|argonaaut_|2
2020-05-16|07:52:24|argonaaut_|2
2020-05-16|16:48:55|argonaaut_|2
2020-05-17|04:31:33|argonaaut_|2
2020-05-18|01:54:42|argonaaut_|2
2020-05-18|02:56:25|swiftness_t|2
2020-05-18|16:00:14|argonaaut_|2
2020-05-19|02:26:01|argonaaut_|2
2020-05-19|05:59:52|argonaaut_|2
2020-05-19|07:52:30|argonaaut_|2
2020-05-19|07:52:59|argonaaut_|2
2020-05-20|06:46:09|argonaaut_|2
2020-05-21|14:54:44|stopriots2020|2
2020-05-22|11:38:17|argonaaut_|2
2020-05-22|13:30:40|stopriots2020|2
2020-05-22|19:35:10|stopriots2020|2
2020-05-23|02:29:33|argonaaut_|2
2020-05-23|14:53:46|argonaaut_|2
2020-05-23|15:17:27|argonaaut_|2
2020-05-23|15:43:18|argonaaut_|2
2020-05-24|14:29:20|stopriots2020|2
2020-05-24|16:02:15|argonaaut_|2
2020-05-24|21:36:52|stopriots2020|2
2020-05-25|02:57:03|argonaaut_|2
2020-05-25|09:42:41|argonaaut_|2
2020-05-25|11:59:15|stopriots2020|2
2020-05-25|19:41:19|stopriots2020|2
2020-05-26|12:28:22|stopriots2020|2
2020-05-26|14:09:08|stopriots2020|2
2020-05-27|09:02:59|stopriots2020|2
2020-05-27|09:06:14|stopriots2020|2
2020-05-27|10:26:40|stopriots2020|2
2020-05-27|10:41:11|stopriots2020|2
2020-05-27|13:28:58|stopriots2020|2
2020-05-28|03:59:06|argonaaut_|2
2020-05-28|12:16:20|stopriots2020|2
2020-05-28|20:53:36|stopriots2020|2
2020-05-29|13:08:04|argonaaut_|2
2020-05-29|13:12:01|argonaaut_|2
2020-05-29|13:13:22|stopriots2020|2
2020-05-29|14:44:34|argonaaut_|2
2020-05-29|15:00:15|argonaaut_|2
2020-05-29|15:14:40|stopriots2020|2
2020-05-29|16:04:04|argonaaut_|2
2020-05-29|17:27:44|stopriots2020|2
2020-05-29|18:45:03|stopriots2020|2
2020-05-30|02:26:31|argonaaut_|2
2020-05-30|12:37:44|argonaaut_|2
2020-05-30|12:44:45|argonaaut_|2
2020-05-30|13:20:42|stopriots2020|2
2020-05-31|09:56:30|argonaaut_|2
2020-05-31|10:02:51|argonaaut_|2
2020-05-31|10:08:44|argonaaut_|2
2020-05-31|11:09:19|asanteblackk|2
2020-05-31|13:43:48|argonaaut_|2
2020-05-31|13:48:02|argonaaut_|2
2020-05-31|14:54:22|argonaaut_|2
2020-05-31|15:35:32|argonaaut_|2
2020-05-31|15:35:45|argonaaut_|2
2020-05-31|22:28:55|stopriots2020|2
2020-06-01|01:17:21|veroniccaaa00|2
2020-06-01|06:16:08|argonaaut_|2
2020-06-01|07:56:33|the_full_octave|2
2020-06-01|07:58:45|argonaaut_|2
2020-06-01|08:02:27|argonaaut_|2
2020-06-01|08:09:02|diko_van|2
2020-06-01|08:11:33|argonaaut_|2
2020-06-01|08:12:11|argonaaut_|2
2020-06-01|08:46:57|diko_van|2
2020-06-01|09:51:35|argonaaut_|2
2018-04-26|15:39:13|diko_van|1
2018-05-12|12:03:58|diko_van|1
2018-05-12|12:18:35|diko_van|1
2018-08-11|16:38:57|diko_van|1
2019-03-02|09:22:04|diko_van|1
2019-03-26|16:26:16|juicyfruityyy|1
2019-04-15|12:59:44|diko_van|1
2019-10-04|02:30:00|diko_van|1
2019-10-26|03:04:51|argonaaut_|1
2019-10-30|16:10:36|argonaaut_|1
2020-01-19|03:09:45|argonaaut_|1
2020-02-01|10:14:41|argonaaut_|1
2020-02-10|01:53:27|argonaaut_|1
2020-03-01|12:33:32|argonaaut_|1
2020-03-07|12:47:48|argonaaut_|1
2020-03-07|15:59:53|marniethedog|1
2020-03-11|02:43:08|argonaaut_|1
2020-03-12|03:11:32|argonaaut_|1
2020-03-22|09:26:20|argonaaut_|1
2020-03-22|09:38:25|argonaaut_|1
2020-03-22|09:38:48|argonaaut_|1
2020-03-22|10:22:12|argonaaut_|1
2020-03-22|10:38:55|argonaaut_|1
2020-03-25|11:07:23|argonaaut_|1
2020-03-27|12:21:57|argonaaut_|1
2020-03-27|12:26:18|argonaaut_|1
2020-03-27|13:11:47|argonaaut_|1
2020-03-27|13:22:49|argonaaut_|1
2020-03-28|13:52:38|argonaaut_|1
2020-03-31|17:02:09|argonaaut_|1
2020-03-31|17:13:01|argonaaut_|1
2020-04-02|04:32:26|argonaaut_|1
2020-04-03|04:41:53|argonaaut_|1
2020-04-03|17:09:13|argonaaut_|1
2020-04-06|07:24:46|argonaaut_|1
2020-04-06|15:44:50|argonaaut_|1
2020-04-06|15:45:03|argonaaut_|1
2020-04-08|14:20:07|argonaaut_|1
2020-04-09|11:42:15|argonaaut_|1
2020-04-09|11:42:37|argonaaut_|1
2020-04-13|11:12:39|argonaaut_|1
2020-04-14|11:07:14|argonaaut_|1
2020-04-14|11:19:09|argonaaut_|1
2020-04-14|11:22:11|argonaaut_|1
2020-04-14|11:35:11|argonaaut_|1
2020-04-14|11:37:53|argonaaut_|1
2020-04-14|12:32:59|argonaaut_|1
2020-04-14|13:14:46|argonaaut_|1
2020-04-14|15:57:09|argonaaut_|1
2020-04-14|15:58:50|argonaaut_|1
2020-04-14|16:00:56|argonaaut_|1
2020-04-16|02:17:54|argonaaut_|1
2020-04-16|05:50:29|argonaaut_|1
2020-04-16|07:00:06|argonaaut_|1
2020-04-16|17:26:26|argonaaut_|1
2020-04-17|14:03:58|argonaaut_|1
2020-04-18|15:14:11|argonaaut_|1
2020-04-18|15:15:27|argonaaut_|1
2020-04-19|03:45:30|argonaaut_|1
2020-04-19|03:46:37|argonaaut_|1
2020-04-20|03:31:35|argonaaut_|1
2020-04-20|06:33:30|argonaaut_|1
2020-04-20|09:09:27|argonaaut_|1
2020-04-20|10:11:03|argonaaut_|1
2020-04-20|11:43:08|argonaaut_|1
2020-04-20|12:51:07|argonaaut_|1
2020-04-20|23:31:53|blindingrep|1
2020-04-21|08:30:30|argonaaut_|1
2020-04-21|10:55:32|argonaaut_|1
2020-04-21|13:30:10|argonaaut_|1
2020-04-21|15:55:30|argonaaut_|1
2020-04-22|01:28:03|argonaaut_|1
2020-04-22|15:25:08|argonaaut_|1
2020-04-22|15:25:44|argonaaut_|1
2020-04-22|15:26:47|argonaaut_|1
2020-04-22|15:27:41|argonaaut_|1
2020-04-23|03:44:47|argonaaut_|1
2020-04-23|03:48:46|argonaaut_|1
2020-04-23|07:37:41|argonaaut_|1
2020-04-23|07:59:22|argonaaut_|1
2020-04-23|16:25:30|argonaaut_|1
2020-04-23|16:30:44|argonaaut_|1
2020-04-24|01:19:39|argonaaut_|1
2020-04-24|03:55:23|argonaaut_|1
2020-04-25|12:52:19|argonaaut_|1
2020-04-26|09:45:29|argonaaut_|1
2020-04-26|09:48:07|argonaaut_|1
2020-04-26|09:53:15|argonaaut_|1
2020-04-26|13:18:58|argonaaut_|1
2020-04-28|14:11:50|argonaaut_|1
2020-04-29|01:53:17|argonaaut_|1
2020-04-30|12:30:41|argonaaut_|1
2020-04-30|12:36:09|argonaaut_|1
2020-05-01|02:54:49|argonaaut_|1
2020-05-01|15:59:18|argonaaut_|1
2020-05-01|16:07:26|argonaaut_|1
2020-05-02|08:20:43|argonaaut_|1
2020-05-02|08:25:32|argonaaut_|1
2020-05-04|02:31:11|argonaaut_|1
2020-05-04|02:34:15|argonaaut_|1
2020-05-05|02:39:04|argonaaut_|1
2020-05-06|02:15:27|argonaaut_|1
2020-05-06|03:28:29|argonaaut_|1
2020-05-06|12:53:57|argonaaut_|1
2020-05-06|12:54:49|argonaaut_|1
2020-05-06|13:08:25|argonaaut_|1
2020-05-07|08:30:21|argonaaut_|1
2020-05-09|16:04:46|argonaaut_|1
2020-05-10|02:47:05|argonaaut_|1
2020-05-10|02:49:45|argonaaut_|1
2020-05-10|02:51:20|argonaaut_|1
2020-05-10|07:45:19|argonaaut_|1
2020-05-10|09:36:13|argonaaut_|1
2020-05-11|01:16:13|argonaaut_|1
2020-05-11|01:23:28|argonaaut_|1
2020-05-11|01:53:09|argonaaut_|1
2020-05-12|04:08:25|argonaaut_|1
2020-05-12|06:31:12|argonaaut_|1
2020-05-12|06:32:14|argonaaut_|1
2020-05-12|06:35:47|argonaaut_|1
2020-05-12|16:10:01|argonaaut_|1
2020-05-13|06:24:04|argonaaut_|1
2020-05-13|06:29:52|argonaaut_|1
2020-05-13|12:11:38|argonaaut_|1
2020-05-13|12:14:40|argonaaut_|1
2020-05-13|12:22:39|argonaaut_|1
2020-05-13|12:35:19|argonaaut_|1
2020-05-13|12:35:21|argonaaut_|1
2020-05-13|12:35:23|argonaaut_|1
2020-05-13|12:35:25|argonaaut_|1
2020-05-14|05:36:01|argonaaut_|1
2020-05-14|05:36:03|argonaaut_|1
2020-05-14|05:36:05|argonaaut_|1
2020-05-14|05:36:07|argonaaut_|1
2020-05-14|12:54:01|argonaaut_|1
2020-05-14|12:59:36|argonaaut_|1
2020-05-15|01:28:18|argonaaut_|1
2020-05-15|01:29:09|argonaaut_|1
2020-05-15|01:37:03|argonaaut_|1
2020-05-15|03:58:44|argonaaut_|1
2020-05-15|05:42:58|argonaaut_|1
2020-05-15|13:01:32|argonaaut_|1
2020-05-15|13:09:07|argonaaut_|1
2020-05-15|14:39:51|argonaaut_|1
2020-05-15|14:40:01|argonaaut_|1
2020-05-15|16:40:19|argonaaut_|1
2020-05-15|16:51:09|argonaaut_|1
2020-05-15|16:53:03|argonaaut_|1
2020-05-16|01:39:18|argonaaut_|1
2020-05-16|04:42:51|argonaaut_|1
2020-05-16|06:53:05|argonaaut_|1
2020-05-16|13:56:15|argonaaut_|1
2020-05-16|13:58:26|argonaaut_|1
2020-05-17|04:30:47|argonaaut_|1
2020-05-17|05:00:59|argonaaut_|1
2020-05-17|06:15:56|argonaaut_|1
2020-05-17|14:23:21|argonaaut_|1
2020-05-17|14:27:04|argonaaut_|1
2020-05-17|16:00:10|argonaaut_|1
2020-05-17|17:01:50|argonaaut_|1
2020-05-18|02:52:31|argonaaut_|1
2020-05-18|02:52:58|argonaaut_|1
2020-05-18|02:53:06|argonaaut_|1
2020-05-18|02:56:04|argonaaut_|1
2020-05-18|02:56:15|argonaaut_|1
2020-05-18|02:56:38|argonaaut_|1
2020-05-18|12:04:26|argonaaut_|1
2020-05-18|12:04:57|argonaaut_|1
2020-05-18|12:31:35|argonaaut_|1
2020-05-18|15:59:14|argonaaut_|1
2020-05-19|02:33:02|argonaaut_|1
2020-05-19|02:47:11|argonaaut_|1
2020-05-19|02:47:54|argonaaut_|1
2020-05-19|05:58:45|argonaaut_|1
2020-05-19|08:28:15|argonaaut_|1
2020-05-19|11:54:41|argonaaut_|1
2020-05-19|12:04:23|argonaaut_|1
2020-05-19|13:03:40|argonaaut_|1
2020-05-19|15:21:42|argonaaut_|1
2020-05-20|02:11:43|argonaaut_|1
2020-05-20|03:50:06|argonaaut_|1
2020-05-20|05:45:17|argonaaut_|1
2020-05-20|12:35:11|argonaaut_|1
2020-05-21|03:13:39|argonaaut_|1
2020-05-21|03:17:32|argonaaut_|1
2020-05-21|03:40:17|argonaaut_|1
2020-05-22|03:58:49|argonaaut_|1
2020-05-22|07:29:59|argonaaut_|1
2020-05-22|11:44:50|stopriots2020|1
2020-05-22|19:32:40|stopriots2020|1
2020-05-22|19:32:45|stopriots2020|1
2020-05-22|19:32:55|stopriots2020|1
2020-05-23|09:23:23|stopriots2020|1
2020-05-23|13:48:18|stopriots2020|1
2020-05-23|13:50:31|stopriots2020|1
2020-05-23|15:32:40|argonaaut_|1
2020-05-25|03:02:02|argonaaut_|1
2020-05-25|03:07:15|argonaaut_|1
2020-05-25|05:21:59|argonaaut_|1
2020-05-25|05:24:14|argonaaut_|1
2020-05-26|06:34:28|argonaaut_|1
2020-05-26|06:43:58|argonaaut_|1
2020-05-26|08:55:34|argonaaut_|1
2020-05-26|11:38:03|argonaaut_|1
2020-05-26|13:37:53|stopriots2020|1
2020-05-26|14:08:56|stopriots2020|1
2020-05-26|14:09:03|stopriots2020|1
2020-05-26|14:09:14|stopriots2020|1
2020-05-26|21:16:03|stopriots2020|1
2020-05-27|02:56:17|argonaaut_|1
2020-05-27|07:12:17|stopriots2020|1
2020-05-27|09:03:15|stopriots2020|1
2020-05-27|09:03:25|stopriots2020|1
2020-05-27|09:03:39|stopriots2020|1
2020-05-27|09:08:01|stopriots2020|1
2020-05-27|13:36:07|stopriots2020|1
2020-05-27|13:37:24|stopriots2020|1
2020-05-27|14:38:37|stopriots2020|1
2020-05-27|15:02:59|argonaaut_|1
2020-05-27|16:43:18|argonaaut_|1
2020-05-28|04:17:29|argonaaut_|1
2020-05-28|08:12:04|argonaaut_|1
2020-05-28|08:23:18|stopriots2020|1
2020-05-28|11:07:51|stopriots2020|1
2020-05-29|12:10:39|argonaaut_|1
2020-05-29|12:18:40|stopriots2020|1
2020-05-29|12:48:20|argonaaut_|1
2020-05-29|13:07:33|argonaaut_|1
2020-05-29|13:25:34|argonaaut_|1
2020-05-29|13:25:50|argonaaut_|1
2020-05-29|14:45:00|argonaaut_|1
2020-05-29|15:39:23|stopriots2020|1
2020-05-29|15:53:58|argonaaut_|1
2020-05-29|15:54:33|argonaaut_|1
2020-05-29|16:00:31|stopriots2020|1
2020-05-29|17:29:35|argonaaut_|1
2020-05-30|11:47:38|stopriots2020|1
2020-06-01|01:10:50|harllls_|1
2020-06-01|09:01:06|dergin404|1
2020-06-01|12:55:54|caths_laflame|1
